relationship_name	count
relationship_name: contains; entity_name: blue_carbon_ctvf_gap_analysis; entity_description: A gap analysis document related to Blue Carbon CTVF.	1
relationship_name: contains; entity_name: blue carbon ctvf gap analysis; entity_description: Analysis identifying gaps in blue carbon project frameworks.	1
relationship_name: contains; entity_name: blue carbon ctvf gap analysis; entity_description: Analysis identifying gaps in carbon trading volume forecasting for Blue Carbon projects.	1
relationship_name: contains; entity_name: blue carbon ctvf gap analysis; entity_description: A preliminary scoping report for a Blue Carbon project workspace identifying gaps in evidence for cTVF scoring, TVPCI assessment, and investment recommendations.	1
relationship_name: contains; entity_name: blue_carbon_ctvf_gap_analysis; entity_description: A related document.	1
relationship_name: contains; entity_name: blue carbon ctvf gap analysis; entity_description: A related document analyzing gaps in Blue Carbon frameworks.	1
relationship_name: contains; entity_name: blue_carbon_ctvf_gap_analysis; entity_description: A related document associated with the Clarity True Value Framework.	1
relationship_name: contains; entity_name: blue_carbon_ctvf_gap_analysis; entity_description: A related document referenced as [[blue_carbon_ctvf_gap_analysis]].	1
relationship_name: contains; entity_name: blue carbon ctvf gap analysis; entity_description: A related document referenced in the context.	1
relationship_name: contains; entity_name: blue_carbon_ctvf_gap_analysis; entity_description: A related document referenced in the context of Blue Carbon project analysis.	1
relationship_name: contains; entity_name: blue carbon ctvf gap analysis; entity_description: A related document referenced in the context of MRV for Blue Carbon.	1
relationship_name: contains; entity_name: blue carbon ctvf gap analysis; entity_description: A research project analyzing gaps in carbon measurement frameworks for coastal ecosystems	1
relationship_name: contains; entity_name: blue carbon ctvf gap analysis; entity_description: Document related to the cTVF gap analysis for Blue Carbon.	1
relationship_name: contains; entity_name: blue_carbon_ctvf_gap_analysis; entity_description: Gap analysis related to Blue Carbon CTVF (possibly Carbon, Technology, Verification, Finance)	1
relationship_name: contains; entity_name: blue carbon ctvf gap analysis; entity_description: Preliminary cTVF gap analysis for the Blue Carbon project workspace; identifies due-diligence questions and missing evidence	1
relationship_name: contains; entity_name: blue carbon ecosystems; entity_description: Coastal ecosystems such as mangroves, salt marshes, and seagrass meadows that capture and store carbon.	1
relationship_name: contains; entity_name: blue carbon; entity_description: A concept involving carbon, ecosystem-service, livelihood, and other outcomes related to coastal and marine ecosystems.	1
relationship_name: contains; entity_name: blue carbon; entity_description: A concept referring to carbon captured by marine ecosystems, often used in context of a blue carbon initiative.	1
relationship_name: contains; entity_name: blue carbon; entity_description: A concept referring to carbon sequestration in coastal and marine ecosystems.	1
relationship_name: contains; entity_name: blue carbon; entity_description: A framework involving carbon, ecosystem-service, livelihood, and other outcome claims that require MRV for credible measurement, reporting, and verification.	1
relationship_name: contains; entity_name: blue carbon; entity_description: An organization focusing on carbon sequestration through coastal and marine ecosystems.	1
relationship_name: contains; entity_name: blue carbon; entity_description: A project type that requires ecological, social, governance, market, and finance evidence to support investment analysis, distinguishing between narratively attractive projects and those with substantiated evidence.	1
relationship_name: contains; entity_name: blue carbon; entity_description: A type of project evaluated using the Clarity True Value Framework to determine if sufficient ecological, social, governance, market, and finance evidence exists to support investment analysis.	1
relationship_name: contains; entity_name: blue carbon; entity_description: Blue Carbon project workspace (analysis subject)	1
relationship_name: contains; entity_name: blue carbon; entity_description: Carbon stored in marine and coastal ecosystems.	1
relationship_name: contains; entity_name: blue carbon; entity_description: carbon stored or sequestered by coastal and marine ecosystems such as mangroves, seagrasses, salt marshes, and related coastal habitats	1
relationship_name: contains; entity_name: blue carbon; entity_description: Carbon stored or sequestered by coastal and marine ecosystems such as mangroves, seagrasses, salt marshes, and related coastal habitats.	1
relationship_name: contains; entity_name: blue carbon; entity_description: Coastal and marine ecosystems that capture and store carbon.	1
relationship_name: contains; entity_name: blue carbon; entity_description: Ecosystem-based carbon sequestration in coastal and marine environments	1
relationship_name: contains; entity_name: blue carbon finance; entity_description: Financial instruments and mechanisms specifically for blue carbon projects.	1
relationship_name: contains; entity_name: blue carbon initiative; entity_description: A global program focused on conserving coastal ecosystems to sequester carbon emissions	1
relationship_name: contains; entity_name: blue carbon initiative stocks database; entity_description: Blue carbon stock measurements	1
relationship_name: contains; entity_name: blue carbon market data 2025 source note; entity_description: source_note	1
relationship_name: contains; entity_name: blue carbon market supply context march 2025; entity_description: 81 active projects, 2.0M ha, 20.4 MtCO₂e/yr issuance, 0.35% VCM share	1
relationship_name: contains; entity_name: blue carbon package data; entity_description: The data available for the Blue Carbon package.	1
relationship_name: contains; entity_name: blue carbon package; entity_description: The Blue Carbon package currently has enough data for gap analysis, but not enough data for cTVF scoring, TVPCI scoring, coupon advice, or investment conclusions.	1
relationship_name: contains; entity_name: blue carbon price metric 2023; entity_description: Market price benchmark for blue carbon credits, reflecting sequestration rates and carbon stock data.	1
relationship_name: contains; entity_name: blue carbon project; entity_description: A project focused on blue carbon ecosystems for climate mitigation.	1
relationship_name: contains; entity_name: blue carbon project; entity_description: A project focused on blue carbon initiatives requiring financial abstraction, ecological baseline data, and market readiness analysis.	1
relationship_name: contains; entity_name: blue carbon project; entity_description: A project requiring preliminary analysis until project-specific ecological, social, governance, market, and financial data are available.	1
relationship_name: contains; entity_name: blue carbon project; entity_description: The project under discussion, which should remain preliminary until specific data are available.	1
relationship_name: contains; entity_name: blue carbon projects; entity_description: Initiatives aimed at sequestering carbon through coastal and marine ecosystems, such as mangroves, seagrasses, and saltmarshes, to mitigate climate change.	1
relationship_name: contains; entity_name: blue carbon projects; entity_description: Projects that protect or restore coastal ecosystems like mangroves, seagrasses, and salt marshes to sequester carbon.	1
relationship_name: contains; entity_name: blue_carbon_requires_mrv_and_ecosystem_service_baselines; entity_description: A claim related to blue carbon.	1
relationship_name: contains; entity_name: blue carbon requires mrv and ecosystem service baselines; entity_description: A claim stating Blue Carbon needs MRV and ecosystem service baselines for performance demonstration.	1
relationship_name: contains; entity_name: blue carbon requires mrv and ecosystem service baselines; entity_description: A claim that Blue Carbon requires MRV and ecosystem service baselines.	1
relationship_name: contains; entity_name: blue carbon requires mrv and ecosystem service baselines; entity_description: A related claim emphasizing the necessity of MRV and ecosystem service baselines in Blue Carbon.	1
relationship_name: contains; entity_name: blue carbon requires mrv and ecosystem service baselines; entity_description: Blue carbon initiatives require monitoring, reporting, and verification (MRV) and ecosystem service baselines.	1
relationship_name: contains; entity_name: blue_carbon_requires_mrv_and_ecosystem_service_baselines; entity_description: Claim that Blue Carbon requires MRV and ecosystem service baselines.	1
relationship_name: contains; entity_name: blue carbon supply constraint claim; entity_description: blue carbon supply is severely constrained at 0.35% vcm	1
relationship_name: contains; entity_name: blue carbon verification; entity_description: Essential before ecological or social outcomes can be used for investor reporting, carbon revenue, KPI triggers, or coupon adjustments.	1
relationship_name: contains; entity_name: blue dot; entity_description: A dot representing the blue attribute.	1
relationship_name: contains; entity_name: blue dot; entity_description: Represents Negotiation/Balance in the thologram.	1
relationship_name: contains; entity_name: blue dot; entity_description: The first 0-dimensional dot, representing pure potential, awareness before self-awareness. Equivalent to the number 0.	1
relationship_name: contains; entity_name: blue economy and mangrove restoration programs; entity_description: Example domain where Clarity framework is especially useful.	1
relationship_name: contains; entity_name: blue economy and mangrove restoration programs; entity_description: Programs aimed at restoring mangroves while promoting sustainable blue economy practices.	1
relationship_name: contains; entity_name: blue economy and mangrove restoration programs; entity_description: Programs focused on the blue economy and the restoration of mangroves.	1
relationship_name: contains; entity_name: blue economy capacity; entity_description: Overall capability and maturity of the blue economy to attract and manage investments.	1
relationship_name: contains; entity_name: blueeconomy; entity_description: A marine initiative focusing on the sustainable use of ocean resources for economic growth and ecosystem health.	1
relationship_name: contains; entity_name: blue economy; entity_description: An economic system that integrates environmental sustainability with ocean-based activities, prioritizing long-term ecological health and community resilience.	1
relationship_name: contains; entity_name: blue economy; entity_description: A sustainable economic model leveraging ocean resources and marine ecosystems for long-term prosperity.	1
relationship_name: contains; entity_name: blue economy; entity_description: Case study on sustainable ocean-based economic development.	1
relationship_name: contains; entity_name: blueeconomy; entity_description: Economic systems that utilize ocean resources sustainably.	1
relationship_name: contains; entity_name: blue economy; entity_description: Sustainable use of ocean resources for economic growth, improved livelihoods, and ecosystem health.	1
relationship_name: contains; entity_name: blue economy; entity_description: The sustainable use of ocean resources for economic growth, improved livelihoods, and ecosystem health.	1
relationship_name: contains; entity_name: blueeconomy; entity_description: The sustainable use of ocean resources for economic growth, improved livelihoods, and ecosystem health.	1
relationship_name: contains; entity_name: blue economy finance structures; entity_description: Financial structures designed for the blue economy, incorporating various collateral types.	1
relationship_name: contains; entity_name: blue economy governance: the building blocks of sustainable success; entity_description: An article by Andy Hamflett on governance for blue economy.	1
relationship_name: contains; entity_name: blue economy pulse; entity_description: A publication series focusing on blue economy topics.	1
relationship_name: contains; entity_name: blue economy pulse; entity_description: Publisher of the article.	1
relationship_name: contains; entity_name: blue; entity_description: Primary additive color; originating N-source in the example.	1
relationship_name: contains; entity_name: blue finance 3cs blended finance source note; entity_description: A document discussing blended finance approaches relevant to Blue Economy capacity building.	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: A document discussing blended finance in the context of blue economy capacity building.	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: A reference document related to the consistency concept.	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: A related document.	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: A related document note.	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: A source note document related to blue finance and blended finance.	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: A source note document related to Blue Finance, covering the 3Cs blended finance framework.	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: A source note related to blended finance for the blue economy.	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: blue_finance_3cs_blended_finance_source_note	1
relationship_name: contains; entity_name: blue finance 3cs blended finance source note; entity_description: Documentation on blended finance approaches for blue carbon projects.	1
relationship_name: contains; entity_name: blue finance 3cs blended finance source note; entity_description: Related document.	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: Related document	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: Related document about blue finance 3Cs blended finance source note.	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: Related document containing additional information about blue finance and blended finance concepts.	1
relationship_name: contains; entity_name: blue finance 3cs blended finance source note; entity_description: Related document reference	1
relationship_name: contains; entity_name: blue finance 3cs blended finance source note; entity_description: Source document referenced for blended finance frameworks and investor readiness analysis.	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: Source note documenting the concept of blended finance in blue economy contexts	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: Source note from blue finance 3CS blended finance	1
relationship_name: contains; entity_name: blue_finance_3cs_blended_finance_source_note; entity_description: Source note related to blended finance and blue economy capacity building.	1
relationship_name: contains; entity_name: blue finance and the 3cs, what makes blue economy investment; entity_description: A source note about blue finance and the 3Cs, discussing barriers and blended finance for Blue Economy.	1
relationship_name: contains; entity_name: blue-finance; entity_description: A KPI logic included in the AU Blue Economy Bond context for testing.	1
relationship_name: contains; entity_name: blue finance; entity_description: Financial instruments, policies, and investment strategies supporting sustainable ocean and coastal ecosystems.	1
relationship_name: contains; entity_name: blue finance; entity_description: Financial instruments, policies, and investment strategies that support sustainable use, conservation, and restoration of ocean and coastal ecosystems.	1
relationship_name: contains; entity_name: blue finance; entity_description: Financial instruments, policies, and investment strategies that support sustainable use, conservation, and restoration of ocean and coastal systems.	1
relationship_name: contains; entity_name: blue finance; entity_description: Financial instruments, policies, and investment strategies that support sustainable use, conservation, and restoration of ocean and coastal systems, connecting ecosystem services to financial instruments.	1
relationship_name: contains; entity_name: blue finance projects; entity_description: Specific initiatives funded through blue finance mechanisms.	1
relationship_name: contains; entity_name: blue_finance_requires_character_capacity_collateral_and_consistency; entity_description: A claim asserting that blue finance requires character, capacity, collateral, and consistency.	1
relationship_name: contains; entity_name: blue_finance_requires_character_capacity_collateral_and_consistency; entity_description: A claim stating that blue finance requires character, capacity, collateral, and consistency.	1
relationship_name: contains; entity_name: blue_finance_requires_character_capacity_collateral_and_consistency; entity_description: Assertion that successful Blue Finance requires character, capacity, collateral, and consistency.	1
relationship_name: contains; entity_name: blue_finance_requires_character_capacity_collateral_and_consistency; entity_description: Related claim	1
relationship_name: contains; entity_name: blue_finance_requires_character_capacity_collateral_and_consistency; entity_description: Related claim that blue finance requires character, capacity, collateral, and consistency.	1
relationship_name: contains; entity_name: blue finance series part 1: building capacity and character; entity_description: The current article, part of a series on blue finance.	1
relationship_name: contains; entity_name: blue finance transactions; entity_description: Financial deals and arrangements within the blue finance space.	1
relationship_name: contains; entity_name: blue light; entity_description: Light at the short-wavelength end of the visible spectrum	1
relationship_name: contains; entity_name: blue natural capital; entity_description: Natural assets in coastal/marine ecosystems providing measurable economic value	1
relationship_name: contains; entity_name: blue n-source; entity_description: The archetype within the context of the yellow spectrum trigrams.	1
relationship_name: contains; entity_name: blue n-state; entity_description: The parent state associated with real tholons.	1
relationship_name: contains; entity_name: blueshift; entity_description: The shift of light wavelengths toward the blue end of the spectrum, often due to relative motion toward the observer.	1
relationship_name: contains; entity_name: bmj 2018;360:j5855; entity_description: Scientific article on smoking duration vs. intensity	1
relationship_name: contains; entity_name: bnp paribas; entity_description: bank	1
relationship_name: contains; entity_name: bnp paribas; entity_description: Bank providing financial structures for blue carbon market initiatives.	1
relationship_name: contains; entity_name: board_level_decision_support; entity_description: Application: supporting board decisions	1
relationship_name: contains; entity_name: bob; entity_description: Hypothetical person in thought experiment	1
relationship_name: contains; entity_name: bob; entity_description: One solver of the 91715 puzzle, answers 1 using subtraction pattern.	1
relationship_name: contains; entity_name: bobo-dioulasso; entity_description: City in Burkina Faso, shea processing and export hub	1
relationship_name: contains; entity_name: bobo-dioulasso; entity_description: Processing and export hub in Burkina Faso	1
relationship_name: contains; entity_name: body-centered cubic crystal; entity_description: Atomic arrangement in iron that provides stability despite electron spin imbalance.	1
relationship_name: contains; entity_name: body-centered cubic; entity_description: Crystal structure of alkali metals.	1
relationship_name: contains; entity_name: boffa-koba ramsar complex; entity_description: Location: Boffa-Koba Ramsar Complex	1
relationship_name: contains; entity_name: bolivia; entity_description: A country in South America	1
relationship_name: contains; entity_name: boltzmann constant; entity_description: A constant (k or k_B) approximately equal to 1.38×10^-23 joules per kelvin, bridging microscopic particle behavior with macroscopic temperature and energy.	1
relationship_name: contains; entity_name: boltzmann constant; entity_description: Physical constant relating temperature to kinetic energy.	1
relationship_name: contains; entity_name: bond; entity_description: A fixed-income investment where an investor loans money to an entity.	1
relationship_name: contains; entity_name: bond; entity_description: Financial instrument	1
relationship_name: contains; entity_name: bond_rating; entity_description: bond rating methodology	1
relationship_name: contains; entity_name: book ix, propositions 30-32; entity_description: Specific part of Euclid's Elements.	1
relationship_name: contains; entity_name: book of exodus; entity_description: Book of Exodus	1
relationship_name: contains; entity_name: book of revelation; entity_description: The last book of the Christian Bible	1
relationship_name: contains; entity_name: book on morphic fields; entity_description: Rupert Sheldrake's book on morphic fields	1
relationship_name: contains; entity_name: book_tholonia; entity_description: "THOLONIA - The Mechanics of Existential Awareness", a book introducing the thologram concept	1
relationship_name: contains; entity_name: boom-bust cycle risk; entity_description: Risk of boom-bust cycles typical in mining.	1
relationship_name: contains; entity_name: boris sidis; entity_description: Father of William James Sidis, Ukrainian Jewish immigrant, served 2-year prison sentence for teaching peasants	1
relationship_name: contains; entity_name: bosnia and herzegovina; entity_description: Danube catchment	1
relationship_name: contains; entity_name: boston university; entity_description: University attended by Sarah Sidis	1
relationship_name: contains; entity_name: botanical geography; entity_description: Regional distribution of shea trees affecting product availability.	1
relationship_name: contains; entity_name: botanical geography (shea belt); entity_description: Shea tree (Vitellaria paradoxa) grows only in the West African shea belt; boundary is immutable by policy or investment	1
relationship_name: contains; entity_name: bottleneck alerts; entity_description: Alerts system for notifying on supply chain bottlenecks.	1
relationship_name: contains; entity_name: bottleneck analysis; entity_description: Analysis of weaknesses within the system that impede operations.	1
relationship_name: contains; entity_name: bottleneck count; entity_description: Number of supply chain phases with critically low balance scores, reflecting system-wide constraints.	1
relationship_name: contains; entity_name: bottleneck; entity_description: A constraint or limitation in the supply chain that impacts throughput.	1
relationship_name: contains; entity_name: bottleneck identification; entity_description: Decomposition of TVPCI to the phase level to identify the phase most suppressing chain‑wide score.	1
relationship_name: contains; entity_name: bottleneck identification; entity_description: Determines the phase in the supply chain that most suppresses the overall TVPCI.	1
relationship_name: contains; entity_name: bottleneck identification; entity_description: Identification of bottlenecks in the supply chain with specific recommendations.	1
relationship_name: contains; entity_name: bottleneck identification; entity_description: The process of determining which phase in a supply chain most suppresses the overall score.	1
relationship_name: contains; entity_name: bottleneck identification; entity_description: The process of identifying the phase in a supply chain that most suppresses the overall score.	1
relationship_name: contains; entity_name: bottleneck phase; entity_description: The phase in the supply chain that most suppresses the overall TVPCI score due to inefficiencies.	1
relationship_name: contains; entity_name: bottleneck scenario; entity_description: A phase 6 problem scenario with severe D-dominant conditions.	1
relationship_name: contains; entity_name: bottleneck scenario; entity_description: Bottleneck scenario for Phase 6 problem identification (1,440 records, avg balance 74.74, avg sustainability 0.87)	1
relationship_name: contains; entity_name: bottleneck scenario; entity_description: Identifies Phase 6 problem with severe imbalance.	1
relationship_name: contains; entity_name: bottleneck scenario; entity_description: Phase 6 problem with 1440 records.	1
relationship_name: contains; entity_name: bottleneck scenario; entity_description: Scenario representing critical issues in Phase 6 of the supply chain.	1
relationship_name: contains; entity_name: bottleneck scenario; entity_description: Scenario used to identify problems in Phase 6.	1
relationship_name: contains; entity_name: bottleneck scenario; entity_description: Simulation showcasing phase 6 problems with 1,440 records.	1
relationship_name: contains; entity_name: bottlenecks; entity_description: Hindrances in the supply chain that affect efficiency.	1
relationship_name: contains; entity_name: bottlenecks; entity_description: Identification of inefficiencies in the supply chain that hinder performance.	1
relationship_name: contains; entity_name: bottom quark; entity_description: Third-generation down-type quark	1
relationship_name: contains; entity_name: boundary coherence; entity_description: A measure of how well the boundaries between phases function in terms of resource transfer.	1
relationship_name: contains; entity_name: boundary coherence; entity_description: A metric that evaluate structural coherence across supply chain phases.	1
relationship_name: contains; entity_name: boundary coherence; entity_description: Concept that compares values across supply chain phase boundaries based on the N-state ratio.	1
relationship_name: contains; entity_name: boundary coherence; entity_description: Measures the coherence between adjacent phases based on the ratio of their N-states.	1
relationship_name: contains; entity_name: boundary coherence; entity_description: Measures the coherence between adjacent phases in the supply chain.	1
relationship_name: contains; entity_name: boundary coherence; entity_description: Measures the coherence between adjacent phases in the supply chain based on their operational efficiency.	1
relationship_name: contains; entity_name: boundary coherence; entity_description: Sub-score evaluating the coherence and proportionality of value across phase boundaries.	1
relationship_name: contains; entity_name: boundary coherence score; entity_description: A component metric assessing the alignment between supply chain boundaries and commodity attributes.	1
relationship_name: contains; entity_name: boundary coherence score; entity_description: A score reflecting the coherence and integrity of boundaries between phases.	1
relationship_name: contains; entity_name: boundary coherence score; entity_description: A structural score measuring how well boundaries between phases maintain proportionate N-state ratios.	1
relationship_name: contains; entity_name: boundary coherence score; entity_description: A sub-score evaluating coherence between adjacent phases.	1
relationship_name: contains; entity_name: boundary coherence score; entity_description: A sub-score of TVPCI that assesses the coherence of phase transitions.	1
relationship_name: contains; entity_name: boundary coherence score; entity_description: Measures boundary coherence between phases using the golden ratio derivation, with Φ̄ = 1.618² × (ΣB̄ₗ) where B̄ₗ represents phase balance scores.	1
relationship_name: contains; entity_name: boundary coherence score; entity_description: Sub-score evaluating boundary coherence in the supply chain with a weight of 0.40.	1
relationship_name: contains; entity_name: boundary coherence scores; entity_description: Scores assessing the coherence between the boundaries of phases in a supply chain.	1
relationship_name: contains; entity_name: boundary coherence score (φ̄); entity_description: Sub-score assessing the ratio of N-states at phase boundaries compared to the golden ratio.	1
relationship_name: contains; entity_name: boundary; entity_description: A limit or edge that defines the extent of a system.	1
relationship_name: contains; entity_name: boundary layer; entity_description: The edge between order and chaos, where somethingness expands into nothingness.	1
relationship_name: contains; entity_name: boundary_score_0_to_6; entity_description: Raw score calculated from six criteria (physical state, unit, process class, custody, ownership, output).	1
relationship_name: contains; entity_name: boundary scoring; entity_description: A module to evaluate and score boundaries between different phases of a supply chain.	1
relationship_name: contains; entity_name: boundary φ-score; entity_description: Score evaluating the coherence of boundary transitions based on N-state ratios.	1
relationship_name: contains; entity_name: bounded materiality; entity_description: A framework that defines the scope of information considered material for reporting purposes.	1
relationship_name: contains; entity_name: bounded materiality; entity_description: A principle in corporate reporting that limits the scope of disclosed information.	1
relationship_name: contains; entity_name: boursa kuwait; entity_description: A stock exchange in Kuwait recognized for financial leadership in sustainability.	1
relationship_name: contains; entity_name: boursa kuwait; entity_description: A stock exchange in Kuwait recognized for its financial leadership in community sustainability.	1
relationship_name: contains; entity_name: bp/amoco; entity_description: Fuel/convenience retailer.	1
relationship_name: contains; entity_name: bp statistical review (annual); entity_description: BP statistical review of world energy	1
relationship_name: contains; entity_name: brahman; entity_description: In Hindu cosmology, the undifferentiated ground of being; formless totality from which all existence arises and dissolves, mirroring the tholonic understanding.	1
relationship_name: contains; entity_name: brain development; entity_description: Influenced by microbial exposure at birth.	1
relationship_name: contains; entity_name: brain; entity_description: Organ that contains the frontoparietal network and neocortex	1
relationship_name: contains; entity_name: brain; entity_description: Receives terabytes of information per millisecond from gut microbes.	1
relationship_name: contains; entity_name: brain; entity_description: The biological organ that enables abstract thought and self-modeling.	1
relationship_name: contains; entity_name: brain; entity_description: The brain, a cordiform-ish organ.	1
relationship_name: contains; entity_name: brain; entity_description: The human brain	1
relationship_name: contains; entity_name: brain; entity_description: The human organ, described as a pattern recognition machine with limitations.	1
relationship_name: contains; entity_name: brain microtubules; entity_description: Brain microtubules	1
relationship_name: contains; entity_name: brain waves encode information as time signals; entity_description: ScienceDaily article, 2013-12-16.	1
relationship_name: contains; entity_name: brain waves encode rules for behavior; entity_description: MIT News article, 2012-11-21.	1
relationship_name: contains; entity_name: brain waves; entity_description: Electrical oscillations in the brain; may encode information.	1
relationship_name: contains; entity_name: brand exclusivity; entity_description: Market differentiation level.	1
relationship_name: contains; entity_name: brazil; entity_description: Country	1
relationship_name: contains; entity_name: breakdown threshold; entity_description: A balance score of ≈ 38.2% (1/φ²), below which the system phase collapses.	1
relationship_name: contains; entity_name: break identification; entity_description: Clarity strength: N-D-C structure reveals exactly where and why a system fails.	1
relationship_name: contains; entity_name: breakup and suicide of girlfriend; entity_description: Henry Ziegland broke up with his girlfriend who then killed herself	1
relationship_name: contains; entity_name: breit-wheeler process; entity_description: Physical process where two photons collide to produce an electron-positron pair, demonstrating matter emerging from pure energy.	1
relationship_name: contains; entity_name: brend kröplin; entity_description: Ph.D. in hard sciences and former dean of the Institute for Statics and Dynamics of Aerospace Structures at the University of Stuttgart, conducted experiments on water drop patterns.	1
relationship_name: contains; entity_name: brian dias; entity_description: Researcher; co-author of mouse epigenetic study.	1
relationship_name: contains; entity_name: brinks; entity_description: A security company providing logistics and custody services.	1
relationship_name: contains; entity_name: brinks; entity_description: Brinks — secure logistics and vault operator, COMEX approved warehouse in New York.	1
relationship_name: contains; entity_name: bristol; entity_description: Bristol, England, United Kingdom (referenced in Bristol One City Plan).	1
relationship_name: contains; entity_name: bristol one city plan contacts; entity_description: List of contacts from the Bristol One City Plan identified by Sarah	1
relationship_name: contains; entity_name: bristol_one_city_plan; entity_description: A city plan that may serve as a case study for the Beyond GDP framework.	1
relationship_name: contains; entity_name: bristol one city plan; entity_description: City partnership with universities, NHS trusts, and other stakeholders	1
relationship_name: contains; entity_name: bristol one city plan; entity_description: Initiative with potential pilot customers for supply chain transparency	1
relationship_name: contains; entity_name: broken_image_links.json; entity_description: JSON file containing information about broken image links in the DocNav system.	1
relationship_name: contains; entity_name: broken municipal water infrastructure; entity_description: Deteriorated water systems managed by municipal governments.	1
relationship_name: contains; entity_name: broken municipal water infrastructure; entity_description: Example domain where Clarity framework is especially useful.	1
relationship_name: contains; entity_name: broken municipal water infrastructure; entity_description: Municipal water systems that are failing or not functioning properly.	1
relationship_name: contains; entity_name: broken municipal water infrastructure; entity_description: Systems pertaining to the infrastructure of municipal water supply.	1
relationship_name: contains; entity_name: bronze age collapse; entity_description: Period of civilization collapse in the Mediterranean and Near East.	1
relationship_name: contains; entity_name: bronze ratio; entity_description: metallic ratio	1
relationship_name: contains; entity_name: brooklyn_college; entity_description: Brooklyn College of the City University of New York	1
relationship_name: contains; entity_name: brumadinho; entity_description: 2019 tailings dam collapse in Brazil, causing significant environmental impact.	1
relationship_name: contains; entity_name: brumadinho tailings dam failure; entity_description: Catastrophic tailings dam failure in Brumadinho	1
relationship_name: contains; entity_name: bruno gingras; entity_description: Author	1
relationship_name: contains; entity_name: brush-footed butterflies; entity_description: Nymphalidae family, containing harmine	1
relationship_name: contains; entity_name: b_score; entity_description: Balance score: measures D-C balance, max 100 when D=C. B = 100 * exp(-2*|D-C|/max(D,C)).	1
relationship_name: contains; entity_name: btc/usdt 1-minute data; entity_description: Historical 1-minute price data for BTC/USDT from Binance, containing 632,869 values spanning 2021-01-01 to 2022-02-14.	1
relationship_name: contains; entity_name: btc/usdt; entity_description: Currency pair consisting of Bitcoin (BTC) and Tether (USDT).	1
relationship_name: contains; entity_name: buckminster_fuller; entity_description: American inventor and author who coined 'synergetics' and authored 'Synergetics. Explorations in the Geometry of Thinking'.	1
relationship_name: contains; entity_name: buckminster fuller; entity_description: Introduced Tensegrity concept; authored Synergetics.	1
relationship_name: contains; entity_name: buckminster fullers tensegrity structures and clerk maxwells rules for the construction of stiff frames; entity_description: By C.R. Calladine, 1978, Int. J. Solids Structures.	1
relationship_name: contains; entity_name: buddha; entity_description: Siddhartha Gautama, the Buddha	1
relationship_name: contains; entity_name: buddha; entity_description: Spiritual teacher, founder of Buddhism	1
relationship_name: contains; entity_name: buddhism; entity_description: Religion and dharma based on the teachings of the Buddha	1
relationship_name: contains; entity_name: buddhism; entity_description: Religion and philosophy that includes the concept of the Middle Way.	1
relationship_name: contains; entity_name: buddhism; entity_description: Religion, with messianic figure Maitreya	1
relationship_name: contains; entity_name: buddhism; entity_description: Religious and philosophical tradition containing the principle of Pratītyasamutpāda	1
relationship_name: contains; entity_name: buddhisms middle way; entity_description: The Buddhist principle of moderation.	1
relationship_name: contains; entity_name: buddhist sand mandalas; entity_description: Practice of creating and destroying intricate mandalas to illustrate non-attachment.	1
relationship_name: contains; entity_name: budget (€4.2m total); entity_description: Total project budget allocation of 4.2 million euros	1
relationship_name: contains; entity_name: budget allocation; entity_description: €6,000,000 allocated for the project's implementation.	1
relationship_name: contains; entity_name: budget cuts; entity_description: Reduction in public spending that affects development and service delivery.	1
relationship_name: contains; entity_name: budget framework; entity_description: Details regarding the budget allocation for different work packages in the project.	1
relationship_name: contains; entity_name: buenos aires; entity_description: An instance of a state (Buenos Aires, Argentina)	1
relationship_name: contains; entity_name: buenos aires; entity_description: The observation point for the celestial bodies, located at latitude -34.61262S, longitude -58.41048W, in Argentina.	1
relationship_name: contains; entity_name: buffalo sentence; entity_description: A grammatically correct sentence using multiple meanings of 'buffalo'	1
relationship_name: contains; entity_name: build processing infrastructure; entity_description: Build 18 multi-use centers, 2 shea butter processing centers (each with 3 collection centers), and recycle 100% bio-waste into biogas, fertilizer, and soil conditioners.	1
relationship_name: contains; entity_name: bulgaria; entity_description: Danube basin country with BBB rating.	1
relationship_name: contains; entity_name: bulgaria; entity_description: Danube mainstream	1
relationship_name: contains; entity_name: bulgaria; entity_description: Mainstream Danube state with sovereign rating BBB	1
